state,district,market,commodity,min_price,max_price,modal_price
West Bengal,Jalpaiguri,Jalpaiguri Sadar APMC,Bitter gourd,6400,6600,6500
West Bengal,Jalpaiguri,Jalpaiguri Sadar APMC,Potato,600,700,650
West Bengal,Jalpaiguri,Jalpaiguri Sadar APMC,Bhindi(Ladies Finger),4500,4700,4600
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Papaya,3200,4000,3600
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Bitter gourd,3000,3500,3250
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Amaranthus,2500,3000,2750
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Beans,3500,4200,3850
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Colacasia,2500,3000,2750
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Mint(Pudina),3200,4000,3600
Telangana,Ranga Reddy,Narsingi APMC,He Buffalo,35000,35000,35000
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Banana,4500,6500,5500
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Onion,2400,3000,2700
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Amaranthus,2000,2000,2000
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Carrot,3600,4800,4200
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Potato,3000,3600,3300
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Green Avare(W),7800,7800,7800
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ) APMC,Onion Green,3000,4200,3600
Haryana,Mahendragarh-Narnaul,Mohindergarh APMC,Beetroot,1000,1000,1000
Haryana,Mahendragarh-Narnaul,Mohindergarh APMC,Potato,600,700,600
Haryana,Mahendragarh-Narnaul,Mohindergarh APMC,Pomegranate,6000,7000,7000
Uttarakhand,Udhamsinghnagar,Bazpur APMC,Mustard,6400,6400,6400
Uttarakhand,Nanital,Haldwani APMC,Green Chilli,2500,3000,2800
Andhra Pradesh,Annamayya,Valmikipuram APMC,Tomato,920,1200,1080
Rajasthan,Tonk,Malpura APMC,Barley(Jau),1800,1850,1835
Rajasthan,Tonk,Malpura APMC,Taramira,5100,5342,5260
Telangana,Karimnagar,V.Saidapur APMC,Paddy(Common),2369,2369,2369
Rajasthan,Hanumangarh,Rawatsar APMC,Potato,400,400,400
Rajasthan,Jhunjhunu,Surajgarh APMC,Mustard,6200,6200,6200
Punjab,Patiala,Rajpura APMC,Cauliflower,500,700,600
Odisha,Dhenkanal,Dhenkanal APMC,Cabbage,1800,1800,1800
Punjab,Sangrur,Ahmedgarh APMC,Squash(Chappal Kadoo),1500,1600,1600
Punjab,Sangrur,Ahmedgarh APMC,Kinnow,2800,3000,2800
Punjab,Tarntaran,Naushera Pannuan APMC,Bottle gourd,2000,2000,2000
Punjab,Tarntaran,Naushera Pannuan APMC,Cabbage,800,800,800
West Bengal,Murshidabad,Jangipur APMC,Jute,10500,11500,11000
West Bengal,Murshidabad,Jangipur APMC,Rice,3850,4000,3925
West Bengal,Murshidabad,Jangipur APMC,Potato,600,680,640
NCT of Delhi,Delhi,Keshopur APMC,Mango,16000,24000,20000
NCT of Delhi,Delhi,Keshopur APMC,Orange,6000,12000,9000
NCT of Delhi,Delhi,Keshopur APMC,Bhindi(Ladies Finger),7000,8000,7500
NCT of Delhi,Delhi,Keshopur APMC,Cabbage,800,1400,1200
NCT of Delhi,Delhi,Keshopur APMC,Pumpkin,1200,2000,1700
NCT of Delhi,Delhi,Keshopur APMC,Peas Wet,2600,4000,3600
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Cauliflower,2800,3400,3100
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Orange,9000,10000,9500
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Papaya,3000,3600,3300
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Coconut,4800,5200,5000
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Carrot,3800,4400,4100
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Brinjal,3000,3600,3300
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Snakeguard,3000,3400,3200
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Beetroot,3800,4400,4100
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),2000,2600,2300
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),4000,4600,4300
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Raddish,2000,2500,2250
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Thondekai,2200,2800,2500
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Guava,4500,5000,4750
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,2000,2700,2350
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Indian Beans(Seam),6000,6500,6250
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Sweet Corn ,3500,4000,3750
Haryana,Panchkula,Raipur Rai APMC,Potato,600,650,600
Haryana,Panchkula,Raipur Rai APMC,Green Chilli,3200,3300,3200
Haryana,Panchkula,Raipur Rai APMC,Carrot,1400,1600,1400
Haryana,Panchkula,Raipur Rai APMC,Peas Wet,2000,2200,2000
Haryana,Panchkula,Raipur Rai APMC,Cabbage,1400,1600,1400
Haryana,Panchkula,Raipur Rai APMC,Raddish,1000,1200,1000
Uttar Pradesh,Bulandshahar,Gulavati APMC,Pumpkin,1100,1300,1200
Uttar Pradesh,Bulandshahar,Gulavati APMC,Ginger(Green),6100,6300,6200
Uttar Pradesh,Bulandshahar,Gulavati APMC,Water Melon,2600,2800,2700
Uttar Pradesh,Bulandshahar,Gulavati APMC,Potato,1200,1400,1300
Haryana,Hissar,Barwala(Hisar) APMC,Ber(Zizyphus/Borehannu),2000,2500,2200
Haryana,Hissar,Barwala(Hisar) APMC,Tomato,1400,2000,1800
Haryana,Hissar,Barwala(Hisar) APMC,Cucumbar(Kheera),1200,1500,1300
Haryana,Hissar,Barwala(Hisar) APMC,Bottle gourd,1700,2000,1850
Haryana,Hissar,Barwala(Hisar) APMC,Squash(Chappal Kadoo),1300,1500,1400
Haryana,Hissar,Barwala(Hisar) APMC,Karbuja(Musk Melon),2500,3000,2800
Haryana,Kaithal,Dhand APMC,Potato,500,800,700
Haryana,Kaithal,Siwan APMC,Brinjal,1700,1900,1800
Haryana,Kaithal,Siwan APMC,Onion,1600,1700,1650
Haryana,Kaithal,Siwan APMC,Potato,350,450,400
Haryana,Kaithal,Siwan APMC,Tomato,1400,1600,1500
Haryana,Kaithal,Siwan APMC,Peas Wet,1000,1200,1100
Madhya Pradesh,Bhind,Mow APMC,Mustard,6175,6200,6200
Haryana,Sonipat,Ganaur APMC,Ginger(Green),6500,7000,6800
Haryana,Sonipat,Ganaur APMC,Onion,2000,2500,2200
Kerala,Thiruvananthapuram,Kattakada APMC,Ginger(Green),9000,9000,9000
Kerala,Pathanamthitta,Thengamam VFPCK APMC,Elephant Yam(Suran)/Amorphophallus,5000,7000,6000
Haryana,Gurgaon,Gurgaon APMC,Onion,1000,2000,1500
Haryana,Gurgaon,Gurgaon APMC,Potato,500,600,550
Kerala,Kollam,Sasthamkotta APMC,Ashgourd,2500,2500,2500
Kerala,Kollam,Sasthamkotta APMC,Snakeguard,2000,2000,2000
Kerala,Ernakulam,Piravam APMC,Cauliflower,5000,7000,6000
Kerala,Ernakulam,Piravam APMC,Lemon,11000,13000,12000
Kerala,Ernakulam,Piravam APMC,Green Chilli,5500,6500,6000
Kerala,Ernakulam,Piravam APMC,Snakeguard,4200,5200,5000
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Potato,3800,4200,4000
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Chikoos(Sapota),4000,4500,4250
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Pumpkin,1500,2000,1750
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Banana - Green,3400,3800,3600
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Cabbage,1500,2000,1750
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Snakeguard,3000,3400,3200
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Thondekai,3500,4000,3750
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,2500,3000,2750
Tamil Nadu,Coimbatore,Sundarapuram(Uzhavar Sandhai ) APMC,Mint(Pudina),3500,4000,3750
Kerala,Thiruvananthapuram,Parassala APMC,Amaranthus,6000,6500,6000
Kerala,Thiruvananthapuram,Parassala APMC,Beetroot,4000,4200,4000
Kerala,Thiruvananthapuram,Parassala APMC,Beans,5800,6000,5800
Kerala,Thiruvananthapuram,Parassala APMC,Ginger(Green),6000,6200,6000
Kerala,Kollam,Anchal APMC,Amaranthus,4000,4000,4000
Kerala,Kollam,Anchal APMC,Onion,3200,3200,3200
Kerala,Kollam,Anchal APMC,Banana,3700,3700,3700
Kerala,Kollam,Anchal APMC,Beetroot,3400,3400,3400
Kerala,Kollam,Anchal APMC,Capsicum,6200,6200,6200
Kerala,Alappuzha,Chengannur APMC,Cluster beans,6500,7300,7000
Kerala,Alappuzha,Chengannur APMC,Ginger(Green),6900,7200,7000
Kerala,Alappuzha,Chengannur APMC,Cowpea(Veg),3500,4000,3800
Kerala,Alappuzha,Chengannur APMC,Brinjal,3900,4200,4000
Kerala,Alappuzha,Chengannur APMC,Carrot,3500,4200,4000
Kerala,Alappuzha,Chengannur APMC,Capsicum,5800,6100,6000
Kerala,Kottayam,Pala APMC,Bhindi(Ladies Finger),5200,6000,5600
Kerala,Kottayam,Pala APMC,Green Chilli,5000,10000,8000
Kerala,Kottayam,Pala APMC,Banana - Green,3800,4800,4400
Kerala,Kottayam,Pala APMC,Onion,2200,3000,2600
Haryana,Rohtak,Meham APMC,Cauliflower,800,800,800
Haryana,Rohtak,Meham APMC,Cabbage,400,400,400
Kerala,Ernakulam,Kanjoor VFPCK APMC,Banana,3600,4100,3800
Kerala,Ernakulam,Thuravoor VFPCK APMC,Banana,4700,4700,4700
West Bengal,Sounth 24 Parganas,Baruipur(Canning) APMC,Onion,1600,1900,1700
West Bengal,Sounth 24 Parganas,Baruipur(Canning) APMC,Sweet Pumpkin,2300,2700,2500
Kerala,Malappuram,Mankada VFPCK APMC,Banana,2100,2300,2200
Gujarat,Ahmedabad,Mandal APMC,Wheat,2125,2405,2250
Gujarat,Ahmedabad,Mandal APMC,Castor Seed,6125,6325,6250
Tripura,South Tripura,Barpathari APMC,Ridgeguard(Tori),5900,6100,6000
Tripura,South Tripura,Barpathari APMC,Bitter gourd,4900,5100,5000
Haryana,Sonipat,Sonepat(Kharkhoda) APMC,Potato,60,800,700
Rajasthan,Chittorgarh,Kapasan APMC,Maize,2400,2600,2500
Gujarat,Kheda,Nadiyad(Piplag) APMC,Onion,1700,2000,1850
Gujarat,Kheda,Nadiyad(Piplag) APMC,Coriander(Leaves),1300,1500,1400
Himachal Pradesh,Mandi,SMY Takoli,Carrot,1500,2200,1800
Himachal Pradesh,Mandi,SMY Takoli,Onion,1600,2000,1800
West Bengal,Darjeeling,Siliguri APMC,Banana,2000,2200,2100
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Cauliflower,1800,2000,1900
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Grapes,10500,13000,11750
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Papaya,2400,2600,2500
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),4500,5000,4750
Tamil Nadu,Erode,Sampath Nagar(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),3500,4000,3750
Punjab,Tarntaran,Tarantaran APMC,Tomato,2300,2300,2300
Madhya Pradesh,Seoni,Keolari APMC,Maize,1800,1800,1800
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Cauliflower,3500,4000,3750
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Papaya,2200,2500,2350
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Bottle gourd,1200,1400,1300
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Pumpkin,2500,2800,2650
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Banana - Green,2000,2200,2100
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Ginger(Green),7500,8000,7750
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Beetroot,4500,4800,4650
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Guava,5000,5500,5250
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3000,3500,3250
Tamil Nadu,Erode,Gobichettipalayam(Uzhavar Sandhai ) APMC,Onion Green,2000,2500,2250
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Coriander(Leaves),4000,4500,4250
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Banana,3600,4200,3900
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Ashgourd,1400,1800,1600
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Tapioca,2500,3000,2750
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Beetroot,3500,4000,3750
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Carrot,4400,4800,4600
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3000,3500,3250
Haryana,Panipat,Samalkha APMC,Capsicum,5000,5000,5000
Tamil Nadu,Thiruvarur,Valangaiman APMC,Tomato,1800,1800,1800
Tamil Nadu,Thiruvarur,Valangaiman APMC,Green Avare(W),4200,4200,4200
West Bengal,Murshidabad,Beldanga APMC,Wheat,2600,2700,2650
West Bengal,Murshidabad,Beldanga APMC,Potato,600,650,620
Uttar Pradesh,Etawah,Jasvantnagar APMC,Onion,1270,1370,1320
Odisha,Dhenkanal,Hindol APMC,Banana - Green,2600,2800,2700
Odisha,Dhenkanal,Hindol APMC,Pumpkin,1400,1600,1500
West Bengal,Hooghly,Kalipur APMC,Rice,4880,4920,4900
West Bengal,Hooghly,Kalipur APMC,Potato,600,640,620
Punjab,Tarntaran,Harike APMC,Coriander(Leaves),600,700,650
Punjab,Tarntaran,Harike APMC,Raddish,500,600,550
Tamil Nadu,Namakkal,Tiruchengode APMC,Cauliflower,2600,3000,2800
Tamil Nadu,Namakkal,Tiruchengode APMC,Chikoos(Sapota),3500,4000,3750
Tamil Nadu,Namakkal,Tiruchengode APMC,Tomato,1800,2000,1900
Tamil Nadu,Namakkal,Tiruchengode APMC,Bhindi(Ladies Finger),5000,5600,5300
Tamil Nadu,Namakkal,Tiruchengode APMC,Amaranthus,3000,3500,3250
Tamil Nadu,Namakkal,Tiruchengode APMC,Chow Chow,2600,3000,2800
Tamil Nadu,Namakkal,Tiruchengode APMC,Onion Green,2500,3000,2750
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Brinjal,1500,2000,1750
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Cluster beans,3500,4000,3750
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Bottle gourd,1500,2000,1750
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Ashgourd,1500,1500,1500
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Tapioca,2000,2500,2250
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Green Avare(W),5000,5600,5300
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Guava,5000,6000,5500
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Onion Green,2500,3500,3000
Telangana,Mahbubnagar,Sathupally APMC,Maize,2300,2400,2350
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Brinjal,3000,3400,3200
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Amaranthus,2500,3000,2750
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Green Chilli,4000,4400,4200
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Raddish,2000,2500,2250
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Capsicum,2400,2800,2600
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Chow Chow,2500,3000,2750
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Onion Green,3000,3500,3250
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Brinjal,3200,3600,3400
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Coconut,4500,5000,4750
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Bottle gourd,2000,2400,2200
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Raddish,2600,3000,2800
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Mint(Pudina),3600,4000,3800
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Potato,3500,4000,3750
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Cauliflower,3000,3400,3200
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Coriander(Leaves),5000,5500,5250
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Orange,6000,10000,8000
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Pineapple,6500,7000,6750
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Pumpkin,1800,2200,2000
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Coconut,4800,5200,5000
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Garlic,11000,14200,12600
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Drumstick,2500,3000,2750
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Jack Fruit(Ripe),4500,5000,4750
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Tender Coconut,3400,3800,3600
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Indian Beans(Seam),6000,6500,6250
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Mashrooms,17500,20000,18750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Potato,3000,4400,3700
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Chikoos(Sapota),3500,4000,3750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Beetroot,3500,4600,4050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Bottle gourd,2000,2500,2250
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Ashgourd,1800,2200,2000
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Amaranthus,3000,3500,3250
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Cowpea(Veg),2500,3000,2750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Banana - Green,3000,3500,3250
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Coconut,4800,5200,5000
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Green Peas,6000,6500,6250
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),3000,3400,3200
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Green Avare(W),5500,6000,5750
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Chow Chow,2500,2800,2650
Haryana,Jind,Narwana APMC,Water Melon,1500,1500,1500
Haryana,Jind,Narwana APMC,Pomegranate,15000,15000,15000
Haryana,Jind,Narwana APMC,Chikoos(Sapota),5000,5000,5000
Uttar Pradesh,Raebarelli,Lalganj APMC,Paddy(Common),2200,2250,2225
Uttar Pradesh,Amroha,Hasanpur APMC,Banana - Green,1450,1520,1500
Uttar Pradesh,Amroha,Hasanpur APMC,Cabbage,1450,1520,1500
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Cauliflower,3500,4000,3750
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Bottle gourd,2000,2500,2250
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Beans,8000,8500,8250
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),4500,5000,4750
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Green Avare(W),5500,6000,5750
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Drumstick,2500,3000,2750
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Lemon,10000,12000,11000
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Onion Green,3000,3500,3250
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Mint(Pudina),3500,4000,3750
Chattisgarh,Kanker,Lakhanpuri APMC,Paddy(Common),1900,1900,1900
Chattisgarh,Kanker,Narharpur APMC,Paddy(Common),1920,1920,1920
Uttar Pradesh,Lucknow,Banthara APMC,Paddy(Common),2362,2382,2372
Uttar Pradesh,Lucknow,Banthara APMC,Rice,2871,2891,2881
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Groundnut,7000,8000,7500
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Chikoos(Sapota),4500,5000,4750
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Papaya,3000,3500,3250
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Water Melon,2000,2400,2200
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Amaranthus,3000,4000,3500
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Cowpea(Veg),2000,2500,2250
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Beans,8000,8500,8250
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Sweet Potato,2400,2800,2600
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Chow Chow,2000,2400,2200
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Lime,9000,10000,9500
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),7000,8000,7500
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Mustard,6200,6230,6220
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Green Chilli,6075,6115,6100
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Bengal Gram Dal(Chana Dal),7620,7650,7635
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Onion,1260,1285,1275
Uttar Pradesh,Kanpur Dehat,Pukharayan APMC,Pumpkin,1650,1675,1660
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Onion,500,1500,1200
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Potato,100,200,200
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Brinjal,1200,2000,1700
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Green Chilli,4000,7000,6000
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Cauliflower,3000,3500,3250
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Cluster beans,3500,4000,3750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Bitter gourd,3000,3500,3250
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Pumpkin,1500,2000,1750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),5000,5500,5250
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Banana - Green,3500,4000,3750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Beans,7500,8000,7750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Tapioca,2500,3000,2750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Brinjal,2000,3000,2500
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Drumstick,2500,3000,2750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),6500,7000,6750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,3500,4000,3750
Tamil Nadu,Karur,Karur(Uzhavar Sandhai ) APMC,Yam(Ratalu),5000,6000,5500
Tripura,Dhalai,Masli,Ridgeguard(Tori),5000,7000,6000
Madhya Pradesh,Shivpuri,Barad APMC,Mustard,6900,7000,6950
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Brinjal,3000,3500,3250
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Coriander(Leaves),5500,6000,5750
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Pumpkin,1500,2000,1750
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Snakeguard,2800,3200,3000
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Guava,5500,6000,5750
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,2500,3000,2750
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Potato,3500,4000,3750
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Banana,4000,10000,7000
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Bitter gourd,4000,5000,4500
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Chikoos(Sapota),4000,4000,4000
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Snakeguard,3000,3000,3000
